Timestamp,Station,tAirMax_C,tAirMin_C,relHum_prc,precip_mm,windAvg_m.s,windMax_m.s,tSoilMax_5cm,tSoilMin_5cm,tSoilMax_10cm,tSoilMin_10cm,solarRad_MJ.m2,EToGrass_mm,EToAlfalfa_mm
2015-02-17,Lane,3.6,-7.6,70.6,1.27,4.4,15.6,0.9,0.4,1.7,1.2,13.5,1.75,2.63
2015-02-18,Lane,3,-8.6,55.7,0,2.1,6.5,0.4,0.1,1.2,0.9,11.6,1.37,1.96
2015-02-19,Lane,15.5,-8.8,60,0,3.5,9,2.3,-0.2,1.6,0.7,15.7,3.16,4.9
2015-02-20,Lane,9.4,-5.1,67.4,0,2.6,7.4,4.2,0.4,2.8,1.1,13.3,1.79,2.56
2015-02-21,Lane,7.7,-5.2,76.8,2.03,3,11.1,3.8,0.8,2.9,1.6,8.4,1.49,2.17
2015-02-22,Lane,-4.7,-11.2,84.2,0,4.8,10.8,1.9,1.1,2.6,1.6,12,0.76,1.04
2015-02-23,Lane,-7.9,-13.2,76.9,0.25,2.5,7,1.1,0.9,1.7,1.4,14.6,0.71,0.9
2015-02-24,Lane,5.1,-15.3,72.4,0.25,4.4,7.9,0.9,0.5,1.5,1.1,17.3,1.42,2.02
2015-02-25,Lane,10.1,-7,72.8,0,5.4,12.4,2.4,0.4,1.9,0.9,9,1.96,2.98
2015-02-26,Lane,-4.9,-11.9,58.4,0,4.7,9.9,0.8,-0.4,1.5,0.6,15.6,1.24,1.8
2015-02-27,Lane,-8,-12.7,69.9,0,4.4,8.1,-0.4,-1.3,0.6,0.2,10,0.88,1.27
2015-02-28,Lane,-5.6,-12.1,80.6,0,4.2,9.1,-0.6,-1.5,0.2,0,8.7,0.68,0.94
2015-03-01,Lane,-0.2,-7.4,78.3,0,1.4,4.7,-0.4,-1,0,-0.1,7.3,0.84,1.08
2015-03-02,Lane,2.1,-6.1,80.4,0,5.1,13.6,-0.4,-1.1,0,-0.1,6,1.04,1.52
2015-03-03,Lane,5.8,-4.7,69.2,0,5.4,14.5,-0.2,-0.4,0,-0.1,8.5,1.77,2.67
2015-03-04,Lane,-0.4,-9,57.9,0,3.9,11.1,-0.2,-1.3,0,-0.1,14.6,1.64,2.39
2015-03-05,Lane,7.9,-12.5,55.4,0,2.8,6.9,-0.3,-2.3,0,-0.2,18.3,2.36,3.48
2015-03-06,Lane,16.3,-5.2,46.7,0,3.1,9,-0.2,-0.9,-0.1,-0.2,18.7,3.63,5.47
2015-03-07,Lane,19.3,-2.8,44,0,1.9,5.2,1.1,-0.2,-0.1,-0.1,19.1,3.37,4.9
2015-03-08,Lane,16.9,-0.9,52.7,0,3.2,9.6,2.9,-0.1,1.3,-0.1,16.3,3.52,5.26
2015-03-09,Lane,17.9,-4,61.4,0,1.5,6,6.6,0.4,3.8,0.8,17.8,2.69,3.69
2015-03-10,Lane,21.5,1.7,47.1,0,2.7,6.8,8.2,2.1,5.4,2.5,18.8,4.27,6.38
2015-03-11,Lane,23.4,-0.8,38.8,0,2.3,8.6,9.2,2.4,6.2,3.3,19.3,4.36,6.53
2015-03-12,Lane,23.1,0.5,47.1,0,4.2,12.4,9.7,3.5,7,4.2,18.8,5.31,8.16
2015-03-13,Lane,22.3,2.6,45.9,0,4.6,13.9,9.7,4.5,7.4,5.1,19.3,5.5,8.46
2015-03-14,Lane,17.6,-2.9,40.1,0,2.3,6.8,9.6,4.3,7.3,5.3,19.6,3.69,5.43
2015-03-15,Lane,26.7,-0.9,29.7,0,5.1,11.1,10.9,3.5,8,4.7,20.4,7.64,12.15
2015-03-16,Lane,32.8,4,26.5,0,5.8,18.7,13.2,5.8,9.7,6.4,20.6,10.05,16.19
2015-03-17,Lane,9.7,-1.2,35.3,0,6.2,15.4,10.2,5.7,9.5,6.9,14.7,3.61,5.56
2015-03-18,Lane,14,-1.6,45.6,0,2.5,7.1,9.9,4.8,7.9,5.9,15.2,2.76,3.9
2015-03-19,Lane,11.8,2.4,90.7,1.02,2.1,6.6,8.8,6.2,7.6,6.6,6.7,1.33,1.71
2015-03-20,Lane,20.1,-0.2,60.1,0,2.5,8.1,11.1,4.8,8.6,6,21.7,3.96,5.6
2015-03-21,Lane,21.9,1.1,53.4,0,3.3,10.3,12.2,6,9.5,6.8,21.4,4.74,6.96
2015-03-22,Lane,26.8,2,52.4,0,3.3,11.8,13.8,7,10.7,7.7,21.3,5.92,8.94
2015-03-23,Lane,16.3,1.2,50.4,0,3.1,10.6,11.7,7.6,10.2,8.3,17.6,3.42,4.88
2015-03-24,Lane,20.3,-0.1,43.7,0,3.9,14,12.1,7.2,10,8.2,20.4,5.09,7.68
2015-03-25,Lane,14.3,0.6,63.6,6.35,4.5,14.8,9.6,5.7,9.5,7.3,9.6,3.03,4.57
2015-03-26,Lane,16.5,-3.4,59.9,0,3.8,11,8.2,4,7.6,5.7,17.5,3.83,5.69
2015-03-27,Lane,18.9,0,66.6,0,3.2,8.6,10.3,5.1,8.5,6.2,18.1,3.81,5.47
2015-03-28,Lane,26.5,3.7,47.6,0,3.4,9.9,12.9,6.4,10.3,7.2,22.8,5.9,8.72
2015-03-29,Lane,19.8,0.9,39.6,0,5.2,15,12.3,8.3,10.5,9.1,22.4,5.55,8.39
2015-03-30,Lane,27.3,-0.2,33.7,0,3.5,13,13.6,6.2,11,7.8,22.2,6.69,10.25
2015-03-31,Lane,27.8,3.9,33.9,0,2.5,9.1,14.6,7.5,11.7,8.6,23.5,5.89,8.66
2015-04-01,Lane,29.8,9.3,39.6,0,5.8,20.1,15.6,9.8,12.9,10.1,21.4,8.52,13.22
2015-04-02,Lane,20.5,2.7,52,2.54,4.5,21.1,15.5,9.6,12.7,10.8,21.9,4.81,6.98
2015-04-03,Lane,9.9,-2.3,66.2,0,4.9,12.2,10.1,6.9,11.6,9,23.7,3.29,4.66
2015-04-04,Lane,18.5,-1.3,40,0,6.5,15.7,10.7,5.1,9.5,7.2,24,5.85,8.91
2015-04-05,Lane,26.3,5.1,37.5,0,4,10.7,14,7.1,11.4,8.1,23.9,6.55,9.74
2015-04-06,Lane,29.3,9.6,55.7,0,4.9,10.1,15.8,10.5,13.2,10.6,23.4,7.71,11.62
2015-04-07,Lane,20,8.7,74.7,0,4,10.7,16.1,11.9,13.6,11.9,19.6,3.96,5.41
2015-04-08,Lane,17.9,-7,84.5,0,4,11.2,15.1,10.7,13.1,11.5,16.5,3.17,4.53
2015-04-09,Lane,11.1,-0.8,69.7,0,7.1,15.5,12.1,8.2,12.5,10.3,19,2.94,4.23
2015-04-10,Lane,18.5,-2.6,50.5,0,3.5,9.3,12.3,6.4,11,8.5,19.4,4.51,6.64
2015-04-11,Lane,22.1,4.8,56.8,0,7.4,18.2,13.6,8.7,12,9.7,20.3,5.66,8.49
2015-04-12,Lane,27.7,7.8,51.9,0,6.7,14.7,16.7,11.9,14.1,11.7,17.2,7.97,12.43
2015-04-13,Lane,18.5,2.8,42.2,0,2.7,8.7,15.7,10.4,13.5,11.5,20.2,4.33,6.14
2015-04-14,Lane,20.5,1,39.7,0,4.4,11.2,15,9.2,13,10.7,24.3,5.61,8.25
2015-04-15,Lane,22.3,3.3,67.7,0,6.8,13.6,15.4,9.7,13.3,10.9,23.4,5.55,8.16
2015-04-16,Lane,21.9,8.1,69,0,3.8,10.9,15.6,11.8,13.8,12.3,12.9,3.95,5.7
2015-04-17,Lane,21.8,8.8,74.6,5.33,3.5,11.4,17.3,12.2,14.8,12.6,16.8,3.88,5.3
2015-04-18,Lane,21.8,4.5,67.9,0.25,2.8,11.9,16.6,11.2,14.6,12.4,23.1,4.84,6.69
2015-04-19,Lane,13,1.8,68.4,0.76,5.7,16.4,12.8,8.4,13.7,10.7,12.1,3.36,5.02
2015-04-20,Lane,16.1,-1,54.2,0,2.8,11.6,13,6.4,11.7,8.9,20.8,3.85,5.36
2015-04-21,Lane,23.7,4.1,47.3,0,3.1,11.6,16.2,8,13.4,9.6,24.7,5.64,7.98
2015-04-22,Lane,16.9,0,49,0,3.9,10.3,15,9,13,10.7,26.1,4.57,6.39
2015-04-23,Lane,19.3,3.1,70.1,1.78,6,17.8,14.6,9.7,13.1,10.9,15.7,3.71,5.34
2015-04-24,Lane,24.6,0.1,77.1,2.54,4.3,15.6,18.4,12.7,15.2,12.6,17,4.96,7.29
2015-04-25,Lane,23.6,8.5,67.8,0,4.1,9.6,18.6,11.6,15.5,12.6,25.9,5.57,7.68
2015-04-26,Lane,13.4,-4.2,98,0.51,5.5,10.5,14.3,10.4,14.8,11.7,3.5,0.66,0.82
2015-04-27,Lane,16.2,4.5,61.6,0,5.2,13,13.2,9.4,12.2,10.8,20.3,4.4,6.32
2015-04-28,Lane,19.9,1.6,53.4,0,3.1,9.5,16.4,7.9,13.4,9.8,27.1,5.03,6.9
2015-04-29,Lane,23.3,3.9,47.3,0,2.1,7.2,23.9,13.8,15.2,11.1,27.2,5.16,6.83
2015-04-30,Lane,27.2,2.9,49.7,0,4.3,11.8,30.1,12.5,15.9,12.2,27.4,7.14,10.39
2015-05-01,Lane,27.5,11.1,50.6,0,3.9,11,28,13.9,16.4,14,18.5,6.3,9.26
2015-05-02,Lane,30.3,11.5,47.1,0,3.4,9.8,21,14.4,17.8,14.7,22.5,6.84,9.8
2015-05-03,Lane,32,12.9,40.1,0.76,3.1,18.1,23.1,15.3,19.2,15.7,24.4,7.36,10.51
2015-05-04,Lane,22.7,9.8,82.3,39.12,2.8,10.7,33.7,12.5,18.1,15,12,3.09,4.11
2015-05-05,Lane,16.5,12.1,95.9,17.27,5.4,13,27.9,25,15.3,14.6,4.9,1.31,1.7
2015-05-06,Lane,24.6,10.9,79.5,0,4.8,12.3,31.9,25.2,16.3,14.3,14.8,4.39,6.23
2015-05-07,Lane,22.8,11.2,73.1,1.02,3.1,8.6,36.7,26.8,17.8,14.5,26.7,4.86,6.08
2015-05-08,Lane,18.9,9.1,85.9,4.57,4.2,10,45.1,29.3,17,14.7,15.2,2.98,3.88
2015-05-09,Lane,20,8.2,89.4,9.14,5.2,14.6,43.6,37,16,14.9,9.1,3.37,4.4399999999999995
2015-05-10,Lane,12.6,3.7,70.1,0,6.6,14.4,42.8,32.7,15.6,12.5,29.3,3.76,5
2015-05-11,Lane,16.8,2.4,54.9,0,5.4,12.2,NA,29.5,12.8,10.3,27.3,5.27,7.54
2015-05-12,Lane,22.3,1.1,52.8,0,6,14.7,NA,35.2,13.7,10.1,29.3,6.52,9.48
2015-05-13,Lane,17.2,8.8,84.4,6.1,5.8,11.6,NA,NA,13.7,12.2,9.3,2.29,3.16
2015-05-14,Lane,25.7,8.5,76.5,0,2.5,6.2,NA,NA,13.4,13,26.8,5.27,6.67
2015-05-15,Lane,29,15.2,64.5,0,6.2,13.3,NA,NA,NA,NA,26.9,7.89,11.34
2015-05-16,Lane,23.4,10,81.8,3.05,6.9,18.3,NA,NA,17,15.3,18.5,4.99,7.17
2015-05-17,Lane,25.9,8.9,57,0,2.9,8.6,NA,NA,17.1,13.7,29.3,6.17,8.17
2015-05-18,Lane,19.2,8.8,62.9,0,4.7,11,NA,15.2,17.4,14.9,29,5.18,6.9
2015-05-19,Lane,9.6,2.8,92.2,36.32,5.8,12.5,15.2,8,16.3,10.3,2.8,1.15,1.64
2015-05-20,Lane,10.3,3.5,83.1,0,4.3,9.5,12.3,7.5,11.3,9.6,13.8,2.07,2.66
2015-05-21,Lane,14.9,4.7,71.5,0,1.5,6.1,18.9,8.8,14.3,10.4,22.9,3.32,3.84
2015-05-22,Lane,14.2,7.8,93.8,7.62,5.8,11.8,13.3,11.2,13.3,12,5.5,1.35,1.8
2015-05-23,Lane,18.4,9.3,94,14.48,5.1,13,17.6,11.8,14.6,12.3,13.2,2.57,3.35
2015-05-24,Lane,19.2,11.4,90.9,8.64,3.9,11.6,18.6,14,16,13.9,11.7,2.45,3.1
2015-05-25,Lane,23.9,10.4,70.8,0,1.8,8.6,22.2,12.9,18.3,13.8,27.6,5.03,6.04
2015-05-26,Lane,23.7,10.2,68.9,0,2.2,7.2,21.9,12.9,18.2,14.6,25,4.9,6.12
2015-05-27,Lane,23.9,11.2,85,3.05,4,17,21.3,14.4,17.4,15.3,12,3.32,4.51
2015-05-28,Lane,26.1,11.7,80.8,27.18,3.8,17.5,21.7,14.7,17.8,15.3,17.1,4.59,6.24
2015-05-29,Lane,24.4,11.2,74.6,0,4.3,14.6,22.5,13.3,18.5,14.6,27.1,5.77,7.7
2015-05-30,Lane,18.9,8.3,65.7,0,4.5,11.2,21.8,12.3,17,14.3,30.2,5.32,7.06
2015-05-31,Lane,24.7,5.5,68.9,0,4.5,11,23.6,11,18.1,13.4,28.7,5.62,7.49
2015-06-01,Lane,28.2,12.7,74.9,0,5,9.6,27.1,15,20.8,15.8,29.5,6.58,8.75
2015-06-02,Lane,32.6,16.9,69.6,0,5.4,11.3,28.8,18.4,22.6,18.3,28.1,8.03,11.13
2015-06-03,Lane,25.9,18,76.7,0,5.2,10.6,27.1,19.3,22.4,19.7,20,4.49,5.77
2015-06-04,Lane,33.1,16.2,68,0,4.1,12.3,30.7,19,24.4,19.8,26.5,7.3,9.85
2015-06-05,Lane,31.5,16.2,70.7,0,4.7,11.6,29.3,20,24,20.6,23.6,7.03,9.78
2015-06-06,Lane,33.8,18,57.7,0,5.9,13.7,28.3,20.4,24.3,21.1,24.6,8.84,12.82
2015-06-07,Lane,30.1,16.4,60.8,0,3.3,10.3,30.6,20.1,25.1,21.2,29.5,7.19,9.46
2015-06-08,Lane,30.9,15.6,49.9,0,1.9,6.2,32.5,19.9,26.3,21.4,30.5,6.81,8.59
2015-06-09,Lane,34.4,16.1,47.9,0,2.1,7.8,33.6,20.8,27.4,22.2,29.4,7.44,9.74
2015-06-10,Lane,37,18.8,57.8,1.02,4.8,14.4,30.8,22.8,26.6,23.6,23,9.12,13.28
2015-06-11,Lane,28.6,17.2,74.1,0,4.6,10.2,30.8,20.8,25.5,22.3,25.5,6.25,8.27
2015-06-12,Lane,19.7,13,88.9,9.91,3.1,13,22.7,18.5,24,20.5,11.1,2.43,3.02
2015-06-13,Lane,27.8,13.7,79.5,0,3,8.3,26.3,17.8,22.5,19.2,24.7,5.49,6.95
2015-06-14,Lane,22.2,16.4,88,1.02,2.3,8.5,21.8,19.5,21.8,20.4,7.6,2.16,2.71
2015-06-15,Lane,27.7,15.1,72.6,0.25,2.7,8.2,28.9,17.5,23.4,19.1,26.1,5.67,7.06
2015-06-16,Lane,28.9,15.6,72,0,3.6,10.2,29.2,19.3,24.1,20.3,26.1,6.18,8.04
2015-06-17,Lane,32.5,16.7,67.8,0.76,2.4,8.8,32.8,20,26.2,21.1,26.7,6.52,8.27
2015-06-18,Lane,31.1,17.4,73.1,0,3.7,16.4,31.8,21,26.1,22.2,24.9,6.58,8.72
2015-06-19,Lane,35.2,16.3,63.5,0,6,13.2,31.1,21.5,26.3,22.5,31,9.92,14.19
2015-06-20,Lane,36,20.1,54.2,0,4.6,10.2,34.7,22.3,28.5,23.4,29.7,9.19,12.71
2015-06-21,Lane,38.8,18.2,58,0,5,12,33.7,23.5,28.8,24.7,28.9,10.2,14.57
2015-06-22,Lane,35.1,21.9,48.6,0,7.3,13.9,34.2,24.5,28.9,25.4,30,11.21,16.46
2015-06-23,Lane,37.3,18,44.2,0,5.9,13.7,33.3,23.2,28.9,24.8,28.7,11.21,16.58
2015-06-24,Lane,37.6,23.9,35.9,0,8.2,15,31.8,24.4,28.8,25.6,28.6,13.8,13.555
2015-06-25,Lane,33.3,17.6,58.1,0,4.2,12.4,32.9,24.3,28.5,25.6,22.6,7.48,10.53
2015-06-26,Lane,29.3,16.8,58.4,0,4.2,12.7,31.1,23.2,27.4,24.7,25.3,6.87,9.37
2015-06-27,Lane,32,14.9,48.2,0,1.3,5.8,34.4,21.3,28.9,23.6,28,6.07,7.38
2015-06-28,Lane,35.6,16.4,39,0,2.9,9.2,35.4,23.3,29.6,24.9,30.1,8.64,11.9
2015-06-29,Lane,32.8,15.1,46.8,6.35,1.8,13.4,32.9,23,28.4,25.2,23.2,5.89,7.54
2015-06-30,Lane,36.2,16.7,43.8,0,3.6,8.7,32.9,20.4,27.8,23.1,28.9,9.09,12.77
2015-07-01,Lane,36.5,22.8,36.7,0,4.7,11.2,34.5,23.4,29,24.5,27,10.44,15.28
2015-07-02,Lane,30,20.7,58,0.51,2.6,9.6,32.8,24.3,28.4,25.3,22.3,5.86,7.54
2015-07-03,Lane,29.9,16.7,65.6,3.81,2,7.6,32.8,22.9,27.6,24.8,23.6,5.58,6.97
2015-07-04,Lane,32.6,16.5,62.8,1.02,4.3,10.8,31.8,20.6,27.3,23,29.1,7.91,10.74
2015-07-05,Lane,34.6,19.9,55.3,5.08,6.2,14.7,31.6,22,27,23.8,28,9.54,13.69
2015-07-06,Lane,25.8,17.6,70,0.25,6.1,12.1,26,21.1,26.1,22.9,6.2,4.41,6.77
2015-07-07,Lane,25.3,12.8,55.8,0,3.4,9.2,29.7,18.6,25.2,21,28.4,6.28,8.31
2015-07-08,Lane,23.7,9.6,58.3,0,1.9,6.8,28.9,19,24.9,21.2,20.2,4.3,5.44
2015-07-09,Lane,24.7,15,78.5,1.78,2.7,6.5,24.8,20.1,23.6,21.5,13.8,3.37,4.26
2015-07-10,Lane,31.6,18,67.1,0.25,4.9,10.9,30.7,20.5,25.9,21.5,26.5,7.34,10
2015-07-11,Lane,35.4,20.5,53,0,4.1,9.9,33.9,22.5,28.3,23.5,28.1,9.02,12.63
2015-07-12,Lane,39.2,20,50.1,0,1.5,6.4,36.6,24,30.5,25.1,27.5,7.15,9.03
2015-07-13,Lane,39,21,40.6,0.25,3.2,10,36.8,25.1,30.7,26.4,27.1,9.16,12.85
2015-07-14,Lane,34.6,19.2,58.9,0.51,2.8,20.8,35,24.3,30,25.9,23.6,6.87,9.16
2015-07-15,Lane,31.4,17.8,73.1,4.06,2.2,14.5,30.6,22.6,28.6,24.7,26.7,5.99,7.25
2015-07-16,Lane,34.2,18.5,58.5,0,1.7,8.8,33.9,21.6,28.5,23.8,29.3,6.84,8.44
2015-07-17,Lane,35,19.5,55.7,0,3.5,11.2,33.1,23.2,28.8,24.6,26.1,7.9,10.8
2015-07-18,Lane,33,19.1,60.7,0,3.4,9.3,33.3,23.9,29,25.3,25.1,6.88,9.1
2015-07-19,Lane,30.9,16.5,77.7,1.02,2.9,19.5,30.5,22.9,28,24.8,25.7,5.77,7.12
2015-07-20,Lane,31.1,17.2,68.6,0.25,3.1,7.8,28.2,21.7,26,23.5,28.8,7.03,9.16
2015-07-21,Lane,29,16.2,66.8,0.25,3.3,8.1,29.8,20.2,25.7,22.5,26.7,6.35,8.28
2015-07-22,Lane,29,18.1,77.7,0,3,13,31.8,22,27.3,23.2,25.1,5.58,6.9
2015-07-23,Lane,33.8,20.9,76.2,12.7,2.9,7.9,29.7,23.7,27,24.3,25.9,6.67,8.45
2015-07-24,Lane,35.5,19.8,60.2,6.35,3.1,8.8,32.5,22.5,28,24,28.4,7.88,10.47
2015-07-25,Lane,35.6,21.3,68.2,0,2.5,11.3,30.8,23.5,27.5,24.6,24.5,6.87,8.94
2015-07-26,Lane,34.6,16.6,66.8,30.99,3.6,15.2,33.7,22.4,28.7,23.9,27.4,7.43,9.92
2015-07-27,Lane,32.7,18.8,69.6,2.79,5.5,11.8,27.7,21.9,25.9,23.6,27.4,7.36,9.94
2015-07-28,Lane,28.5,17.7,57.4,0,4.3,10.9,30.6,23,27.1,24,26.7,6.88,9.34
2015-07-29,Lane,25.7,17.2,66.9,0,2.3,7.3,29.5,21.4,26.3,23.2,20.3,4.67,5.88
2015-07-30,Lane,28.5,16.4,79.4,0,1.4,5.2,31.4,21.4,27.5,23.1,21.7,4.5,5.18
2015-07-31,Lane,31.2,17.7,74.4,0,1.3,6.2,33.8,22.6,29.2,24.1,27.3,5.67,6.56
2015-08-01,Lane,31.5,16.3,69,0,2.2,7.9,33.2,23,29,24.8,27.3,6.36,8.08
2015-08-02,Lane,32.8,18.9,68.8,0,1.6,7.8,34.6,23.9,30.1,25.3,26.7,6.02,7.25
2015-08-03,Lane,31.4,17.6,69.6,0,1.7,7.8,33.1,24.2,29.5,25.8,21.5,5.03,6.14
2015-08-04,Lane,30.5,18,78.5,14.48,2.3,10,32.2,23.3,28.6,25.3,21.1,5.13,6.43
2015-08-05,Lane,30.1,15.5,79.2,0.25,1.8,5.8,30.2,21.7,27,23.5,24.8,5.26,6.29
2015-08-06,Lane,29.6,18.3,84.6,0,2.2,8,29,21.4,26.4,23.2,17.5,4.16,5.07
2015-08-07,Lane,34.2,19.3,71.9,3.05,3.1,10.5,29.1,22.6,26.5,23.8,25.4,6.91,9.13
2015-08-08,Lane,32.3,18.7,70.8,2.03,2.8,9,31.9,22.1,27.9,23.7,22.9,6,7.82
2015-08-09,Lane,31.5,20.2,78.6,0,1.2,4.6,30.5,23.2,27.7,24.4,18.5,4.32,5.08
2015-08-10,Lane,29.9,18.3,73.9,0,1.8,6.5,31.9,22.9,28.3,24.5,22,4.86,5.81
2015-08-11,Lane,26.9,16.1,81.1,20.83,2.3,6.5,26.6,21.3,26.7,23,18.1,4.09,5.06
2015-08-12,Lane,25.7,15.1,87.1,13.46,2.8,7.6,25.3,20.1,23.9,21.6,14.9,3.26,4
2015-08-13,Lane,29.4,16.2,74.3,1.02,2.5,8.1,26.5,19.3,24.3,21.2,25.9,5.42,6.59
2015-08-14,Lane,30.9,18.1,77.4,0,2,6.1,29.2,21,26,22.3,26,5.54,6.61
2015-08-15,Lane,30.5,19.7,71.3,0,3.3,7.9,30.2,21.8,26.7,23,25.7,5.92,7.45
2015-08-16,Lane,32.1,19.2,67,9.65,3.6,9.2,30.8,22.1,27.2,23.4,22.5,6.18,8.28
2015-08-17,Lane,28.7,17.4,77.5,17.78,2.6,11.7,27.2,21,25.5,22.7,21.8,4.91,6.13
2015-08-18,Lane,24.3,14.4,74.8,0,2.3,7.1,24.2,18.7,23.5,21.4,20,4.32,5.5
2015-08-19,Lane,22.6,12,69.2,0.51,1.6,6.6,23.6,17,22,19.4,25.6,4.52,5.45
2015-08-20,Lane,26.6,12.3,66.3,0,3.9,9.9,25.4,15.8,22.7,18.5,25.2,5.68,7.66
2015-08-21,Lane,25.6,14.1,80.3,0,4,10.1,24.8,17.4,22.7,19.5,18.2,3.88,4.97
2015-08-22,Lane,33.5,18.5,66.9,0,3.4,9.8,30.2,19.9,25.7,21,23.4,6.52,8.8
2015-08-23,Lane,23,10.5,51.9,0,1.8,7.5,27,18.3,23.9,20.7,24.1,4.67,6.02
2015-08-24,Lane,27,8.8,63.2,0,1.6,6.5,27.3,16.5,24,19.4,24.5,4.76,5.97
2015-08-25,Lane,30,13.6,71.7,0,2.4,7.4,29.1,18.6,25.2,20.4,23.3,5.12,6.47
2015-08-26,Lane,35.2,13.3,62.1,0,1.8,6.2,30.6,19.5,26.6,21.4,23.2,6.04,8.12
2015-08-27,Lane,33.8,20.3,51.1,0,3.5,9,29.8,22.2,26.8,23.1,17.2,6.57,9.52
2015-08-28,Lane,31.5,16.5,62,0,2,6.5,30.6,22,27.1,23.4,23.2,5.56,7.22
2015-08-29,Lane,31,14,68.6,0,1,4.7,29.5,20.2,26.4,22.4,20.1,4.28,5.25
2015-08-30,Lane,31.8,10.7,57.1,0,1.9,7.6,28.6,18.9,25.7,21.5,22,5.56,7.59
2015-08-31,Lane,33.6,14.8,56.3,0,2.9,8,29.5,19.6,26.2,21.6,22.5,6.51,9.09
2015-09-01,Lane,32.6,18,52.7,0,2.4,7.7,30.5,21.6,27.1,22.9,19.1,5.58,7.65
2015-09-02,Lane,34.5,18.3,48.1,0,2.6,6.4,31.2,22,27.7,23.5,22,6.48,9.01
